"gene","0-90d CCD/HD log2 fold-change","0-90d CCD/HD p-value","0-90d CCD/HD FDR","90-120d CCD/HD log2 fold-change","90-120d CCD/HD p-value","90-120d CCD/HD FDR","120-150d CCD/HD log2 fold-change","120-150d CCD/HD p-value","120-150d CCD/HD FDR","150-360d CCD/HD log2 fold-change","150-360d CCD/HD p-value","150-360d CCD/HD FDR"
"CBFB",-0.0479470538860357,0.108206536263121,0.225454589033404,-0.0265978669570641,0.421343032850388,0.577479014881826,0.0675314155699592,0.0439131322640136,0.0970331632056023,-0.0541094818593279,0.0456284121175616,0.181808054468428
"AP1M1",-0.114846046334302,0.000214278768324158,0.00328429432861418,-0.117117270769013,0.00092140104569453,0.00864278568419073,-0.170328203436785,5.32495705859436e-05,0.000521036937505498,-0.0453240857290298,0.143816458376653,0.362117662296915
"IFI44",-0.0285854860769344,0.869184142076633,0.935390662477765,-0.102414106045198,0.556521917923678,0.697230863136147,-0.0726988307723062,0.708509947265045,0.788842178122209,-0.0873590095242099,0.66850373151474,0.821547511066604
"IL33",-0.551780647402232,0.0414089832377634,0.11597515957533,-0.438837888617267,0.092248198492898,0.216261446819015,-0.792739278806112,0.0161466677525986,0.0437942953430129,-0.11468608671872,0.672674566253069,0.823154736364318
"GBA",-0.157277312681084,0.0403912732929344,0.114788434762641,-0.13428241830535,0.0849375975536317,0.207915355879616,-0.203027988528048,0.016603051701661,0.0447183239211985,-0.00517997519106963,0.922953471364492,0.970994060923105
"CARD17",-0.176409709906424,0.0464595893414163,0.124945198326562,-0.223882723455967,0.00467564871017616,0.0284682117143682,-0.291313323902773,0.000553915055276697,0.00305840241234919,-0.0564695424304272,0.401519829326566,0.63731997550192
"PNOC",0.168312706992984,0.017582568103754,0.0644138632426628,0.093423165956114,0.288916623524035,0.442242673235799,0.13840872606007,0.115174082809802,0.207045502353434,0.104457182714294,0.195154691622764,0.421381498950829
"IL11",-0.0917562136667227,0.415013314909262,0.568803709973155,0.217815311076144,0.0657358621210805,0.171039847518919,0.286512744529917,0.011032200473341,0.0323026172950478,0.11806065263232,0.306162024609827,0.545307016182941
"STAT6",0.164253392748265,0.0946981388906171,0.207370145502683,0.149518931070666,0.100424951866464,0.226149871397684,0.557925013134828,3.93699747776218e-07,1.21731962012407e-05,0.235348075849046,0.00273007162224999,0.0345958256393319
"PRF1",0.0254058287983778,0.819748084637086,0.90379330342306,0.087424696652296,0.497650861926211,0.646527926502455,0.146760338279467,0.190096260574192,0.304206603453744,0.138115118790502,0.284851966735064,0.521778602573944
"PARP1",0.0234515037629965,0.669595848126459,0.795694364788699,-0.100938292699689,0.0854285692536028,0.207915355879616,-0.000514948597017635,0.992307119419803,0.998804707578561,0.133159827758466,0.00308023381695901,0.0366310883155279
"CARD11",0.111069470078361,0.169734492485212,0.304738435907892,0.13587405211654,0.108494784085946,0.233611331750518,0.272714940753279,0.00208186008180314,0.00851469758324777,0.197652767875403,0.0161779950000141,0.0927294768727108
"DDOST",-0.110450942308078,0.0182709623807192,0.065569813379523,-0.109150285407705,0.0106454494726306,0.0511113816294624,-0.266944027863662,4.79058866170487e-07,1.27693966741306e-05,-0.0815454305464371,0.0161946693115342,0.0927294768727108
"FCGRT",-0.0959216263593006,0.149655393328712,0.28146865947225,-0.0293364669515897,0.649166965240051,0.76378396366904,0.102834311834599,0.135140859608408,0.235472474572431,-0.0380767077165606,0.501901450506061,0.713390911088479
"CD3D",-0.039517978643355,0.655606405598653,0.788155134568831,-0.00533358808574413,0.952066999135571,0.962023255335682,-0.0608944342528919,0.563407537490388,0.670156175256611,0.178277672681643,0.0736181622459335,0.241221021546199
"MTOR",0.0992505651141225,0.0970021975214437,0.209586904980282,0.128151975528104,0.014691563887127,0.0638010049705011,0.359377856593792,4.99900870011205e-07,1.28807790839554e-05,0.103910841268362,0.0241931512490682,0.114731938132084
"MAPK1",-0.172300100486383,0.00205033144654895,0.014278434307949,-0.19174545732295,0.00175690239078594,0.013718035839167,-0.260374440256568,0.000261422401359934,0.00169814719538848,-0.0572908881936497,0.266497450353114,0.506148720203826
"PLAUR",0.0793071008817679,0.441631882232978,0.596540026585868,0.296899723744271,0.0323799153639434,0.111242998117014,0.0748975482742331,0.537731657412391,0.652246376134341,-0.129483835466263,0.178071541309607,0.402279951553518
"HLA.DQA",0.0928718325804074,0.35050502664385,0.503793501473927,0.128927532916784,0.260338311239182,0.421007352694325,0.167662090513838,0.0952257220196197,0.181855746721127,-0.0188644862975673,0.870537973771291,0.941155040175116
"SIGIRR",0.0978071824759483,0.0462756699536743,0.124945198326562,0.0942331612837555,0.057728251050492,0.158135219998267,0.230744340892668,4.80243210512962e-06,8.09039282306774e-05,0.131631461769934,0.0111249862369263,0.0750573454763565
"IL23R",-0.00443796655736971,0.965134338098777,0.980353276413081,-0.077834987447537,0.50979009854705,0.656779576961449,-0.082236716410418,0.433826136243129,0.557055819461693,-0.0441177337226378,0.68397171678123,0.832614389089592
"MAP3K1",0.0842883209082115,0.0665326193525132,0.163788900507939,-0.051281908549646,0.248499151934101,0.409894726158173,0.0106837886774332,0.825222459241592,0.879787135024464,-0.00198432664916177,0.95494365699185,0.977886676585087
"MAP2K3",-0.000159548135035184,0.997866283001811,0.997866283001811,0.0938165764864149,0.158399083275048,0.306873411958928,0.0952987151017899,0.133274283168335,0.233607757118193,-0.0390375834348698,0.424843235824077,0.65109824495943
"CSF2RB",-0.361952879896977,2.45607638030445e-05,0.000730210400759747,-0.335427040403974,7.86190083286418e-05,0.00144696412947715,-0.413843854619489,6.73176003151707e-05,0.000626945843899119,-0.109116289596044,0.130657676995568,0.337499334889401
"IL20RB",-0.106996700752423,0.0934272738148667,0.205752942048125,-0.086333974408297,0.207903048435749,0.369446106760538,-0.00962315837643875,0.876381248303434,0.915463114781831,-0.113724461152455,0.032361608202126,0.142133654205928
"CD84",-0.104049709077887,0.0554854972982473,0.14249265585231,-0.1365348791441,0.0272453181063805,0.0984141630665053,-0.117316138412386,0.0517927128850024,0.110902401828551,-0.0162134782395217,0.789373963639869,0.902918324145219
"HLX",-0.123208151256332,0.240558082062053,0.384685055385371,-0.210997652875573,0.0862872392096185,0.207915355879616,-0.177503072201448,0.100286977665896,0.186799599363224,-0.00361661425530247,0.969273434545121,0.983265570739342
"IFI35",-0.235863722828992,0.0113155515628722,0.0465261774367033,-0.167318588138546,0.0949858020488716,0.219176193981426,-0.0691585689264788,0.515328237892366,0.631297508543263,-0.0630770352912644,0.523360331778727,0.722424172258851
"VRK3",-0.0726444601688762,0.139959983196801,0.268459223352673,-0.0193825393962763,0.716889660750078,0.80080304589568,0.0354530959122328,0.40351718089508,0.521603312427921,0.0540503511794926,0.189418749086507,0.414950132139715
"GLB1",-0.145344650781966,0.000392223653505642,0.00497411003724167,-0.150041320808243,0.000882660115723036,0.00845670766775597,-0.223558921893005,2.56900454529772e-06,4.96460128378785e-05,-0.0411766805346142,0.309634082548223,0.550223323700635
"APEX1",0.0511232925878764,0.352823797745048,0.505060732698004,0.0420983267793323,0.442424687904076,0.595808856707057,0.0523686163508761,0.340659511125947,0.456377473310844,0.131353539041136,0.0089372547331034,0.0695759913500844
"PLIN4",-0.210646143989761,0.0875732850476633,0.195084003866985,-0.0568232048671637,0.638696718055464,0.756711290684338,-0.0486530813324709,0.643833313965383,0.737308372881838,-0.0642716767434934,0.53921017925641,0.736412488631105
"ATP6V1B2",-0.117864873144592,0.11449671361338,0.232910420060903,-0.154182400779732,0.0436865628355336,0.13507885228747,-0.182157711731043,0.0366381002042129,0.0855626932261527,0.0925376943934186,0.210121413358118,0.443781017830123
"PTPN6",-0.178905634281132,0.00133284765190673,0.0110259633340643,-0.156243899707409,0.0059436749227281,0.032584827767864,-0.207095045191414,0.0013643678978587,0.00609627968233976,-0.0367767745213887,0.456836646070393,0.677801780062215
"IRF7",-0.128370668871935,0.205809974273778,0.346603725737757,-0.067630001756644,0.499417494599963,0.646649452806987,0.1774977359693,0.158295134655751,0.262579697615656,-0.0053484149280203,0.955228049143194,0.977886676585087
"OASL",-0.198950696573881,0.225285446979333,0.369735988354616,-0.113146135455497,0.505226416279758,0.653076956160957,0.179505027829352,0.360645236690876,0.477360904044601,-0.168828660018204,0.360929479603768,0.598614358279248
"HLA.DOB",0.286827204549011,0.0084531712475897,0.0386645051738866,0.240764821501002,0.0444490714556721,0.135806846779583,0.284634421207113,0.0159140808647289,0.043315438409984,0.17883323085615,0.139015609420985,0.353483770007965
"LGALS3",-0.166130325078643,0.0259937871597095,0.083374263379483,-0.0329143424538897,0.652388555511156,0.764085383954732,-0.215277646063,0.00277256470921214,0.0108242046475807,-0.188526963647526,0.00598963061021912,0.0532182122034412
"IFNA8",-0.327703494539947,0.00191738135368339,0.0137234795036783,-0.346264606012239,0.00799806746448206,0.0412167076669642,-0.414132176960944,0.00153835218136364,0.00670765684428355,-0.448655586928191,0.000229710496254169,0.00723804352877338
"CD40LG",0.0833702565367651,0.342817683434899,0.495587707848693,0.00061917126767643,0.994694696361249,0.994694696361249,0.077367753044919,0.472931709073841,0.591238261029236,0.351332708006105,0.000115730628744871,0.00474970502972473
"CCNC",-0.0500373622837416,0.311714029300176,0.462485498366672,-0.0741788210019551,0.0860574648292959,0.207915355879616,-0.1897880557467,0.000546450895212789,0.00303889598560781,-0.0106644326481289,0.78961550727318,0.902918324145219
"IL2RB",0.0172219555496589,0.847903592914523,0.923134204814838,0.0913969251112772,0.272984916619838,0.428027059933337,0.131040386762193,0.124436911947382,0.22061865352139,-0.00271896575902039,0.977868883359228,0.98551844437638
"GSK3B",-0.152291850538653,8.09303467009558e-05,0.0016907880540497,-0.162990061999226,0.000150573823044456,0.00232787130426729,-0.168996764489065,0.000327990142737827,0.00204840729136882,-0.0768845414278562,0.0173332829383583,0.0936394264002565
"CSF1R",-0.0458271053584483,0.505908143909073,0.653958186022932,-0.0521038030323428,0.410688981776548,0.567911597340378,-0.0399989861776645,0.511392240503774,0.62747016176098,0.00449242690814404,0.947142509723567,0.977886676585087
"CREBBP",0.0660015016022161,0.248435937871048,0.391339184326887,0.0425041062745573,0.441814512153884,0.595808856707057,0.209747658240909,0.000560345609351833,0.00307196564559551,0.0331691779779492,0.50229019554981,0.713390911088479
"OAS2",-0.176345955273256,0.162693666560904,0.295911068827244,-0.190278510109488,0.103772930818809,0.227887714553805,-0.145590102324969,0.274261634242339,0.394059931727375,0.0494556713733288,0.723392626657662,0.860524694339463
"PIK3CB",0.0207062281945742,0.64218130065233,0.775634602194142,-0.0197828592550648,0.660754113629202,0.765761513996062,0.0641392038010826,0.178653296741156,0.289878241736421,-0.0064440838222961,0.875474716911235,0.943852100658835
"TRIM56",-0.0433537337266964,0.524287372013432,0.672096415532973,-0.0393660905350242,0.575131069917432,0.707924071729578,0.290690332198939,0.00234823936977044,0.00945410954600285,0.0458561208612769,0.460576827344261,0.682041930147728
"HLA.DMB",0.172938736209399,0.000848844415709285,0.00863364122820101,0.19330960676334,0.000209265734098751,0.00299560023070989,0.0795709469077839,0.155266457814878,0.25922456131944,0.000346991364330463,0.994853789814847,0.994853789814847
"TAP2",-0.062513146174825,0.300052479144718,0.451449674066489,-0.0504330663465751,0.449892557695457,0.60376206093505,0.106063200762894,0.138417199262579,0.239365760693452,-0.0945795140586653,0.125478901909752,0.329915616245709
"TLR2",-0.126368918740265,0.151607712040183,0.283759712850028,-0.0703817338376646,0.430820460310496,0.585279816906878,-0.0412160261071089,0.613279602209776,0.712374167462642,-0.0286188512000032,0.734285379717418,0.863930895771026
"OAS3",-0.23016364912475,0.201294473081132,0.341277897206336,-0.154827635228076,0.375852172906269,0.537949237485022,-0.0182011349677017,0.92752402985085,0.95342563174828,-0.11296420507954,0.583493116567103,0.772241648151732
"LTC4S",-0.0290490136262076,0.740566303481749,0.849681902883654,-0.0564972308120125,0.530940323792497,0.671713371999346,0.0634990513382933,0.442629253940278,0.56554117900138,0.0347320752823672,0.667122903242302,0.821375003121261
"CXCL9",-0.519009504984602,6.22318760508705e-05,0.00145472206088112,-0.282864977878636,0.0080634283107297,0.0412783449284375,-0.534584396805105,0.000286686971892671,0.00183147958076888,-0.420041926040308,7.7531155003679e-05,0.00474970502972473
"SPI1",-0.103072905957626,0.102517240629328,0.215928683941337,-0.0958333413924118,0.155839585292074,0.303849058190774,-0.004230237046196,0.950513404083114,0.969323036090036,-0.101872897940505,0.0985578778091694,0.2819228933964
"TAP1",-0.170307050381278,0.0219844590341654,0.0745824013114634,-0.0697717735719795,0.402503848500276,0.562631961827691,-0.00389660364576639,0.962128197479274,0.975784049299481,0.00886105264517668,0.90376961514612,0.960954487631294
"FOXP3",-0.0401558812172523,0.593097167776535,0.735897448942635,0.0315872069672751,0.660729085894018,0.765761513996062,0.13435823999164,0.0560650095513429,0.117920953133062,0.00404488262199465,0.955626903985489,0.977886676585087
"CASP5",-0.0747971816610477,0.653400985178736,0.786727354428603,-0.150038626179337,0.401400105741822,0.562105582859472,0.0720016851036484,0.64975821545004,0.741895274066293,0.0692690847854221,0.666940077208669,0.821375003121261
"WIPI1",-0.151013489744726,0.0117367415813082,0.0477500065386908,-0.178594418390824,0.036470916719437,0.118953665080695,-0.122280164245521,0.0979465152936457,0.184420573551269,-0.0123861783927904,0.862858296189902,0.938100510484943
"PRKCA",0.152980472590509,0.0302960029144743,0.092931786717812,0.0932385002600315,0.187196984929231,0.344971611286334,0.126204635925908,0.0747152365126358,0.148470122941562,0.136729417224658,0.0704005224014987,0.236606973114602
"CARD16",-0.0991331954151667,0.259862622752667,0.40336105901167,-0.0602849633314636,0.441129373364201,0.595808856707057,-0.0592411659965093,0.468028418435642,0.588269865773579,-0.0421618937461973,0.5605040878137,0.758448891971326
"ITK",0.111678745703377,0.148860556195646,0.280656609607888,0.085480218575217,0.247867674412062,0.409894726158173,0.0932865839153593,0.244115255152534,0.364859381033758,0.236164929629024,0.000878902656320118,0.0162892309697366
"EIF3F",-0.0758658007471317,0.0756363090995141,0.176637060223337,-0.0745473800547133,0.0659377419930634,0.171039847518919,-0.195015877986131,2.55144742966075e-05,0.000318107881149638,-0.0497749899873686,0.131120047030839,0.337499334889401
"TGFBR2",-0.180099047545703,0.000796652828950449,0.00843578954491365,-0.210777128157951,2.91481548906342e-05,0.00083210481883085,-0.0960253509611946,0.0559239914893409,0.117920953133062,-0.0211318172727287,0.660508997075636,0.819830750161119
"PTK2B",-0.0776273244407838,0.100375966450617,0.213161049632766,-0.0915768921332435,0.0884617382039486,0.210083980380522,-0.0657701714695696,0.175690728914124,0.285913544106563,-0.0102432865417728,0.820079524251347,0.918726771371437
"STAT5A",0.0538276248669239,0.198064134498746,0.337976988890796,0.0707988460801278,0.109584170776645,0.234001558039631,0.102173425425166,0.0119078827627773,0.0343462439389061,0.0663266414084167,0.0917210651131719,0.270799377050599
"TIFA",-0.131797202335694,0.0408432264371516,0.115647670461239,-0.0942924168729242,0.205980351678811,0.367720119740695,-0.0411474990155097,0.570660724077947,0.676101771845123,-0.0846980927163932,0.178501970741083,0.402279951553518
"SORT1",-0.198538443637826,0.0138917311530266,0.0542338797034828,-0.229725856714134,0.000566859462995926,0.006540035296953,-0.385831147850663,2.48227010240479e-07,9.09127650880668e-06,-0.160773442571829,0.00879809193344351,0.0693971945362432
"IFI27",-0.713837587310875,0.0683300295077905,0.166621806970101,-0.590573749721114,0.159297563862345,0.307842542163981,-0.736459077344677,0.0982940185033932,0.184420573551269,-0.571123768031233,0.174330051986905,0.402260090107097
"BATF",0.0425565201638673,0.500652205745985,0.652620834808848,0.118833919516259,0.0708772154164298,0.181417508334107,0.237921128927665,0.000111511905905576,0.000907354771210638,0.193644377114097,0.00198688034711007,0.0292815218503314
"SIRPA",-0.310372057942313,0.000424590818605892,0.00529368875455411,-0.303270651771895,0.000544311738287869,0.00637504505600792,-0.460753772833765,6.57561676910516e-06,0.000101659035250366,-0.117024291371719,0.120631729108207,0.321545953795325
"CDH1",-0.023633731740335,0.760975770516855,0.862513593269104,0.0203271817898377,0.813760567414179,0.869093313652663,0.00330635906776599,0.966479833442025,0.977816167023808,-0.104382907659002,0.240989037755527,0.477652631243647
"LILRB2",-0.0716298383749944,0.295694570300214,0.447303136677232,-0.0729234426127558,0.206550210439627,0.367887817211594,0.057865047140268,0.35800633676632,0.475496388866607,-0.0342164462431219,0.490668137209359,0.708166416720893
"CXCR4",0.706689324567489,9.75002313864818e-15,7.53676788617504e-12,0.865838810851003,2.75140965155595e-14,2.12683966065275e-11,0.601190795610402,5.27629639356888e-08,5.09822139028593e-06,0.326328246920454,0.000563676574368479,0.0136163122495886
"MSRA",-0.0750523110800076,0.146374300475023,0.27800327829777,-0.0757992137295916,0.245808893467092,0.409894726158173,-0.0110858631581503,0.868188489251241,0.910596610842889,-0.0771282858618537,0.154691125987483,0.377212114789666
"IL27",-0.0573540191023415,0.522290786069164,0.670649132278179,-0.0112966517305999,0.902789285199631,0.927762458473085,0.0620217470611719,0.53098937045036,0.647405021069603,-0.105578725489615,0.26030982774955,0.500546012065678
"ADAR",-0.195158345613906,0.001612784111503,0.0123433873088299,-0.139334436555788,0.0457304078030421,0.137547102069072,-0.204615010492723,0.00134436309628987,0.0060418178687911,-0.0882326649974948,0.146423196586132,0.364933459606557
"PIK3CA",0.0501420749553022,0.148591499806557,0.280656609607888,0.0169092219463238,0.699468644251708,0.788102596736659,0.0364925949271761,0.379223041042112,0.495887137745966,0.0281666902009819,0.506557680782303,0.71584842275086
"NLRP3",0.161111179662683,0.0777475402409862,0.179936672473899,0.226478916415855,0.0122047387135938,0.0554748305832606,0.142579462478637,0.098261814465439,0.184420573551269,0.00925337670878173,0.912943399961475,0.964790325682479
"IFNA14.16",-0.48487857751483,0.000277957996840773,0.00390657330105305,-0.282850476599672,0.0254428201236835,0.0936538093124158,-0.316707414170792,0.0238049489953264,0.0595508918232598,-0.442124410026357,0.00204839955780651,0.0293224603367488
"VWF",0.133330518604248,0.213446992270185,0.357131006547301,0.273167351203287,0.0179308042646829,0.0733070733215791,0.119074436456152,0.261602830952114,0.381545260992423,0.142201694185788,0.28137763026015,0.520772240396411
"LILRA6",-0.288781043599575,0.00490073488020021,0.0263074170999636,-0.164077628348676,0.0809768620892787,0.202573185744377,-0.037576075835952,0.672346159824953,0.766553955080661,0.0109204664152572,0.908916841345355,0.963776019698162
"PPIA",-0.0172755674645941,0.737988283707966,0.849681902883654,-0.0416836401720086,0.424626597187354,0.579648878544391,-0.167513146059248,0.0102392415013781,0.0305595895002521,-0.0175725146878134,0.746922262294235,0.873480951215497
"IFNA1.13",-0.0998346305055133,0.266498915487734,0.410825338415906,-0.0808391358576155,0.467178910177521,0.617452614598084,-0.0999107739387686,0.305938593474952,0.424904899140074,-0.18829308854459,0.0424693582591301,0.172783231233198
"S100A12",-0.211302551226585,0.138520556451358,0.267690975342249,-0.14816142742437,0.343993041600281,0.50146235951915,-0.286030354006211,0.0610501980735096,0.126859685781782,-0.163149274574586,0.252318617392948,0.493564580101942
"KLRB1",0.0275998299480566,0.753595091424703,0.855402357813943,0.139176036603113,0.160508155933532,0.308638817255274,-0.000151448427548854,0.998804707578561,0.998804707578561,-0.0264084884019457,0.814433375872461,0.917382011323092
"CCR7",0.226678048322192,0.0343645011664315,0.102562777612554,0.139598121959802,0.211724697460647,0.375374291598808,0.296153336437312,0.0110929903214923,0.0323580434660887,0.269691608475011,0.020051581002974,0.101972842863809
"IKBKB",0.0133319274206516,0.779968171633038,0.87760610869336,-0.0260669486883458,0.58276432459317,0.711653748673808,0.183632366572619,0.000967709105415405,0.00470464866972395,0.143429963666168,0.000338665591633344,0.0100687885512529
"CCL4.L1.L2",-0.0794833764649669,0.585999118756821,0.730608578708101,0.213958939449295,0.251284067177822,0.409894726158173,0.0317957099993321,0.81874980842564,0.876583936167618,0.0837679979179742,0.542478932904453,0.738267984392856
"JUN",-0.181959267763288,0.457295015957238,0.60736949713908,0.293428128671749,0.222316174795117,0.386060721591246,0.493573309554644,0.0384505470137689,0.0881966553164491,0.360411225902026,0.141364035559392,0.357105880677811
"CX3CL1",-0.104201042977122,0.301626791026961,0.451855638495816,-0.0370162484592595,0.746757758318184,0.821114860853423,0.10386692323931,0.293887442751111,0.411548900809073,0.0247012823313685,0.825884860392126,0.919897690321489
"YWHAQ",-0.0941436766583974,0.095146439265422,0.207763269921388,-0.0969816771236764,0.0885994535628076,0.210083980380522,-0.238149644457532,0.000147246016993127,0.00111131691726996,-0.0637004155084097,0.234128441259614,0.471305429931463
"ACSL4",-0.223866255514424,0.00147993226254275,0.0120419751467952,-0.303592363625556,5.30291986543423e-05,0.00104220240476104,-0.336811844032673,1.3884924229536e-05,0.000188979786714801,-0.0793436527027363,0.182973115105817,0.405267100220048
"CRK",0.127630501618137,0.0164133948234986,0.0609978567238675,0.0568767759616804,0.266421156249632,0.424123898755009,0.246369984466139,4.14184726838732e-05,0.000450936329361042,0.0526531087917574,0.29084519294501,0.528996080344688
"ATG12",0.0663754395526114,0.0445374132424029,0.12261737314821,0.0669252162799671,0.0546739599592688,0.154244419885091,0.165847554661488,0.000149517411896606,0.00111131691726996,0.020777558176279,0.570954490664376,0.76437647675658
"HAMP",-0.0533016209946664,0.552769115132068,0.699497103283572,-0.0104391153756481,0.895749685610458,0.925044237835768,0.121046373616578,0.202886590542104,0.319446972544437,-0.0147052133357676,0.855811704484704,0.931749926150249
"ACKR2",-0.0145189752699755,0.874120529230419,0.935390662477765,0.10970400061347,0.278706176752457,0.434354585946874,0.0455408124318438,0.625509546867088,0.723830658275837,0.0387010996063645,0.707169263102806,0.850142831070714
"CR1",-0.088196115985623,0.300187752225324,0.451449674066489,-0.160252405897486,0.108440132698243,0.233611331750518,-0.179606580260648,0.0848521442726684,0.166473876961352,-0.0115627361731582,0.89722831168955,0.959045734938402
"CXCL16",-0.0169586701228074,0.848250545706803,0.923134204814838,0.13410780554118,0.156051844892286,0.303849058190774,-0.115290971705932,0.272589924389119,0.392387358571302,-0.145643736654423,0.0831459429450902,0.256040152281748
"GAB2",0.0417655313147509,0.573000607479403,0.717875963665443,0.0619772365411049,0.419911687458769,0.576539492727582,0.0853501013000061,0.278884104968514,0.398290010959032,-0.0243557314461715,0.692812902152287,0.841199756302931
"TRIM22",-0.0035966898991307,0.974039421258257,0.985221727729349,-0.0287465084624588,0.787808439153291,0.851714578273418,0.225373911971005,0.11050320386982,0.200514029557209,-0.0689550167605345,0.512700835437464,0.720577719623927
"CXCL13",0.0413608767471847,0.617281916282344,0.751431372104334,0.0870550625454681,0.382566166382676,0.544610767244583,0.0248441399032187,0.799575338349268,0.859626893663399,-0.00359787224812965,0.969156478720073,0.983265570739342
"XCR1",0.0398647819164141,0.626883798951742,0.760723982087435,0.0246889779868921,0.778451066465455,0.842776854870864,-0.0198624584340524,0.795798479105548,0.857665792243298,-0.0169005670817189,0.815318812133201,0.917382011323092
"AIM2",-0.249104984226621,0.0146845917382065,0.0556430853609491,-0.335391700299202,0.00323611395748199,0.022136174144919,-0.216902561277935,0.0425890749135665,0.0954242171251793,-0.0693600076023024,0.452593648998028,0.674094201686851
"IL7R",0.0840366050061123,0.366617168091789,0.516909622046834,0.0834812288562912,0.353394633526869,0.510850455500185,0.071940939929225,0.471728098274259,0.590998087465158,0.272437500583093,0.00114074399367606,0.0200407978888998
"GBP2",-0.189665802966221,0.0355220090367125,0.104803484677018,-0.263220206699535,0.0131109250073964,0.058245661096077,-0.323424399457331,0.000777912709376275,0.00395609555492013,-0.207348965130313,0.0152627318767904,0.0914580755097596
"PIK3C3",-0.0900197291997787,0.0183222246959599,0.065569813379523,-0.150091154655438,4.8567129769382e-05,0.00104220240476104,-0.106643907520507,0.00889073446722203,0.0274901509726505,-0.0159721835801628,0.652755596053423,0.819830750161119
"TLR3",0.0880774502584375,0.326763291219076,0.479335203502363,0.173894868748957,0.0910876342491327,0.21532336781217,0.14373187261716,0.0966054876099448,0.183931137740117,0.244445493843904,0.0148519697487727,0.0896919735609474
"IL31RA",-0.066877556374635,0.43385677409727,0.588370677854719,0.162397057747805,0.0579479371361647,0.158135219998267,0.111586384351647,0.251048098087323,0.371885910189652,0.0394516508206459,0.639807289232045,0.813375497322866
"HERC5",-0.493897189061745,0.00402357314931747,0.023210612271809,-0.522533992959619,0.00266455366197444,0.0194761466304666,-0.597299685883886,0.000643713819301137,0.00338628066820459,-0.399280910162578,0.034663352543028,0.148859841754226
"STT3B",-0.0878197054807497,0.0643012942407491,0.159822831022826,-0.159805923209919,0.000712099042806635,0.0076451744456879,-0.248149834041982,1.39351201070422e-05,0.000188979786714801,-0.0488691809813228,0.182624037503604,0.405267100220048
"CSF3",-0.0104847630444308,0.915613161051196,0.95908476663109,0.0418573740185913,0.704068421289277,0.789905500227302,0.0321460292909578,0.778957032379977,0.844507413786426,0.00394734149801603,0.970952612081218,0.983678072265768
"ICOS",0.230175745292664,0.00441006472612412,0.0241771633566946,0.249319276762418,0.0056337789921714,0.0313302961219316,0.17696053196892,0.03496128147633,0.082898989512893,0.146777088978396,0.0644239374245908,0.219381954313695
"RAB31",-0.246877428902317,0.000296187122248956,0.00408844009818649,-0.216409370678378,0.0050924946789393,0.0299585903936644,-0.326537741830711,4.31295925853676e-05,0.000456701028335468,-0.175392010272741,0.00961912940973489,0.070879494807636
"CCL24",-0.11232684233521,0.132500619316282,0.259298680332876,0.0164039777879279,0.842044034067822,0.886554038024818,-0.0758785674134596,0.338017221082573,0.45520437612688,-0.0513378671211531,0.517796976780897,0.72240373041349
"MS4A2",-0.220517869948086,0.0267685009020009,0.0854033450992797,-0.446566010028545,0.000481928192246516,0.00573123834779318,-0.397643204205534,0.00126866076469675,0.00576867512417993,-0.214231635182445,0.0959295737731745,0.277728691111101
"ANPEP",-0.131754543756612,0.195306488947133,0.337976988890796,-0.109510669933402,0.285263019472986,0.440811974967736,-0.0398703862664348,0.70789262352907,0.788842178122209,-0.153534688673996,0.156988683959761,0.378593448319582
"VEGFA",0.170779638662505,0.143475601069861,0.273169063120696,0.43682111531172,0.000103944450465041,0.00174671870020601,0.363687985901247,0.00146424938164036,0.00643104984095454,0.0725471418371803,0.43030851530496,0.654780477029004
"HLA.A",-0.096204147609898,0.0310709282083221,0.0945583760040668,-0.0898340222017665,0.0820551840184306,0.203296978353355,-0.0660388933489914,0.245036900589258,0.3649586207235,-0.125645179156119,0.0220442452147619,0.109232061224429
"FBXO6",-0.318008640132428,0.000137745175104455,0.00248361285044389,-0.0448285392609167,0.644974865121318,0.761168810288212,-0.15283722870006,0.0978380736174343,0.184420573551269,-0.0876729873167077,0.271986826961685,0.511547000587306
"MAP2K4",-0.0802361735304763,0.16086362503778,0.293965915258166,-0.0924273236838451,0.152882328745435,0.300361022123002,0.00367476417839678,0.953198760443804,0.970780819266219,0.0378742953524694,0.503895779371681,0.713390911088479
"RELB",-0.222560124599804,0.00340630253941666,0.0200997852135044,-0.0137442628619954,0.876685603445081,0.913312630004107,-0.245871958632835,0.0030471568183332,0.011660654557285,-0.117197505265478,0.0514491126012982,0.194951784513743
"FGR",-0.0540193678975708,0.376541767645769,0.526341385877358,0.038411832474389,0.519484698422275,0.663440591571168,0.141540951313221,0.0126736926530793,0.0362843126697418,0.0859703921257209,0.149225644785957,0.36971610070367
"PELI2",-0.206843026418668,0.00211780266445733,0.0144942992675705,-0.282543331007647,0.000397563199384167,0.00487803735117398,-0.453819385265796,1.67948695949294e-06,3.65066077548847e-05,-0.225220940752195,0.000147947360663545,0.00544587189490096
"IL17C",0.0307888438955506,0.743837794688284,0.849681902883654,0.137174214394884,0.101501094436888,0.226149871397684,0.0338708243728658,0.693268140714876,0.778589643974652,0.102359938149514,0.214056711721231,0.449635429783998
