"gene","CCD/HD log2 fold-change","CCD/HD p-value","CCD/HD FDR","0-90d CCD/HD log2 fold-change","0-90d CCD/HD p-value","0-90d CCD/HD FDR","90-120d CCD/HD log2 fold-change","90-120d CCD/HD p-value","90-120d CCD/HD FDR","120-150d CCD/HD log2 fold-change","120-150d CCD/HD p-value","120-150d CCD/HD FDR","150-360d CCD/HD log2 fold-change","150-360d CCD/HD p-value","150-360d CCD/HD FDR","time log2 fold-change","time p-value","time FDR","moderate/mild log2 fold change","moderate/mild p-value","moderate/mild fdr","severe/mild log2 fold change","severe/mild p-value","severe/mild fdr","MILD/healthy log2 fold change","MILD/healthy p-value","MILD/healthy FDR","MODERATE/healthy log2 fold change","MODERATE/healthy p-value","MODERATE/healthy FDR","SEVERE/healthy log2 fold change","SEVERE/healthy p-value","SEVERE/healthy FDR","sex M/F log2 fold-change","sex p-value","sex FDR","Age log2 fold change per year","Age p-value","Age FDR","Race p-value","Race FDR","neutralizing ab > 0 log2 fold-change","neutralizing ab > 0 p-value","neutralizing ab > 0 FDR","ortho ab > 12 log2 fold-change","ortho ab > 12 p-value","ortho ab > 12 FDR","TCR log2 fold-change","TCR p-value","TCR FDR"
"TLN1",-0.152956113609408,0.00065337128017094,0.00382618181494043,-0.120020069321627,0.0064926182426088,0.0319668401371758,-0.116574027729436,0.0241115006009368,0.0896396114223433,-0.206592496204178,0.000224962411223711,0.00152540301645552,-0.0591965848813381,0.157594500026397,0.378593448319582,0.000741129282334966,0.0431725726345363,0.120477973453056,-0.108326787095829,0.210967110365317,0.996217677044312,0.0620774265209117,0.686798991738849,0.999207297401817,-0.136181620588471,0.00153782995945472,0.00814207231957875,-0.148367408717783,0.00102139337214523,0.0060270005852539,-0.14740179892372,0.00107127407933586,0.00552063242217745,-0.0528484396207898,0.0691661250517535,0.138417928657498,0.000993931380007571,0.315277103770467,0.620831340577029,0.000649305042026865,0.00433413416710623,0.0767402368586913,0.0759512356149429,0.644407596614352,0.0147318168230058,0.69411676709485,0.998800064188085,0.310805452280131,0.116470187729843,0.282199752438987
"MAP1LC3A",0.0706705331955216,0.466812164757801,0.590582329554468,-0.0199206828023224,0.848397149454409,0.923134204814838,0.151283546506969,0.174890568987871,0.327337554062044,0.261132671367243,0.0142944475133466,0.0396043294903832,0.0703464999696839,0.514395663509605,0.721647636829265,0.00148403666265622,0.0656516883939635,0.165305391298156,-0.0632594720511082,0.74147228901868,0.996217677044312,-0.173798823760814,0.611104533543164,0.999207297401817,0.0873509519807512,0.36196944867964,0.491744084058633,0.0863967950982133,0.373866323418151,0.504307886686049,0.0595531808388048,0.534720909550783,0.657240067077366,-0.166043809604077,0.00872988853665726,0.029782129207927,-0.00190094460176434,0.379209355156241,0.651568636549565,0.06139551131583,0.108880040075564,-0.211638945608189,0.0219992169815843,0.472372075743462,0.0307489095932471,0.715404824270873,0.998800064188085,1.01141334529488,0.0193386659959143,0.0711847086421037
"IFIT2",-0.12775968994965,0.425170804226196,0.556096107175524,-0.159280875382345,0.376335575520514,0.526341385877358,-0.275310938779977,0.139153618699591,0.279391551311126,-0.143308520690819,0.445214640968087,0.566970209997251,-0.0468200309959856,0.799524886464287,0.908940549773213,0.00143645839402552,0.163970562489163,0.326673311350833,0.579124374730695,0.0514879906017513,0.858137529366024,0.104864313589931,0.84217141002075,0.999207297401817,-0.152917292345733,0.297537905648375,0.422188065995349,-0.125712980467292,0.437459396053659,0.570246396542122,-0.132619875351847,0.402633703072543,0.52662580791045,-0.488315034541836,1.00283249804219e-06,3.52358873175734e-05,-0.000895863615915291,0.795604205745358,0.923426503064808,0.00872780948808954,0.026599932511485,-0.0248560027504145,0.839157726933772,0.957338429537803,-0.00191307087831328,0.987996796904326,0.99915309616834,-0.391529562960531,0.493441540470625,0.697259072059391
"CYP2E1",-0.175363461687853,0.0231750382701456,0.0622024464681338,-0.188295228504617,0.0224565253918155,0.0751467278262918,-0.157910631728873,0.0665428747627608,0.172032248132489,-0.123324971885529,0.154452960031918,0.258424541352105,-0.160690669524122,0.0576030117279676,0.204252881035408,-8.20656706482624e-05,0.892600529666892,0.947775012956741,0.539409613760173,0.000154637819316842,0.0597675171659596,-0.32031941610938,0.19781199322858,0.999207297401817,-0.159382190320305,0.0255992696839347,0.0682352947092467,-0.155710529103944,0.0464920296554889,0.110240303446911,-0.192239161040539,0.015007915383397,0.0447919636732273,-0.0353029999636249,0.476961916453167,0.612444454183219,-0.00157144606412987,0.351251982993104,0.64389390808078,0.00260537134710687,0.0116413413370729,0.0631930013173124,0.346485509984394,0.801896105442923,0.0777611825440001,0.214860906620531,0.998800064188085,0.799166149080622,0.0168701391360424,0.0639245958439253
"CD1E",-0.245621773557196,0.00762852654522185,0.026926260362815,-0.179691489733112,0.0493206121117378,0.13011888451322,-0.184908380323163,0.0181167470499158,0.0733070733215791,-0.285747584181875,0.0182888733538211,0.0480008016849186,-0.201983808652552,0.0128948225777683,0.080384660101733,0.000358859603433687,0.626452035733775,0.774065775562928,0.248559353987609,0.171451665019015,0.996217677044312,0.0541601525207895,0.866795496116135,0.999207297401817,-0.21650286332104,0.0127885829843822,0.0398611880924493,-0.231453693433857,0.0101121794820386,0.0339857162591994,-0.262309839757065,0.00439616266099607,0.0169066355072137,-0.0282110218607724,0.625850347280835,0.728820249471661,-0.000477664379278607,0.808022495606449,0.926678634285075,0.0103308249969473,0.0303639837362749,-0.00243680706814081,0.978595685392157,0.989696575659858,-0.00898813903272097,0.905697512033055,0.99915309616834,0.808035047165961,0.046144731685359,0.138793298026391
"IFITM1",-0.265113938731178,0.000427513918281915,0.00282451503275145,-0.266315442086202,0.00211883029396567,0.0144942992675705,-0.203765616090554,0.0170191864809525,0.0708937962950529,-0.255094396040693,0.00493079591619715,0.0167105317212092,-0.143744501363419,0.0786713309205667,0.254447442684511,0.000986229487219505,0.0779142690423217,0.18474763794391,0.103328439444144,0.463781043011539,0.996217677044312,0.06636210136053,0.791588566833077,0.999207297401817,-0.254732650952693,0.0003697145462447,0.00269612588912409,-0.251422155949263,0.000899320618381851,0.00547381762211946,-0.261400386778269,0.000420325285674323,0.00266320857234633,-0.221170522031561,4.8993188867531e-06,0.000101126591704072,-0.000851017648590982,0.610847976017391,0.824058438850687,0.00516106051348435,0.0189976179853495,-0.00567410021893595,0.927066398813928,0.979194134873349,0.0945434210639422,0.124142929647918,0.998800064188085,-0.209876986279664,0.494580748586632,0.697259072059391
"MAP3K7",-0.124394085726513,6.35409903257606e-06,0.000125941501337982,-0.0975398523351285,0.00154031976387173,0.0121496650762535,-0.1627910430925,1.16029417195263e-07,1.14254299432119e-05,-0.138860610591886,0.000251747507912651,0.00166369249341296,-0.0124530447106445,0.66074328247138,0.819830750161119,0.000882629569057638,0.000157848927411213,0.0023924945272327,-0.101506302842486,0.0441257062701518,0.839285857824533,-0.0177820255364549,0.84210386843129,0.999207297401817,-0.100541277954228,0.000301069565386764,0.00228163503964675,-0.120092936632452,1.26937987952502e-05,0.000234720902004247,-0.127697270655822,3.33442877003107e-06,8.00819509643334e-05,-0.0579094863809847,0.00202412860791773,0.00996593257274142,0.000374053872552988,0.560238669816193,0.794566257970145,0.00248415010581152,0.0114984912083371,-0.0156742524230541,0.558318322165227,0.85124272787716,-0.00328725620157409,0.880477453927652,0.99915309616834,-0.305719324884987,0.0141249634011483,0.0554243487770945
"IL10",-0.0705909078773911,0.390322320970376,0.522498337769054,-0.195569125153281,0.0545441354153685,0.141012095906621,0.0229382963237419,0.771626805334376,0.836560337340074,0.0988733062455407,0.288923035434883,0.40755019414446,-0.0283993583072603,0.723069791164773,0.860524694339463,0.000993753929358092,0.145811276003889,0.301369295056166,0.091248825206842,0.561406323269683,0.996217677044312,0.252257437535425,0.367996177515665,0.999207297401817,-0.0246749910335706,0.752752167135107,0.833914784930519,-0.0617511323841403,0.442591253616348,0.574031944707109,-0.0677119938082499,0.425270727887748,0.549722863975299,-0.000414794256925251,0.993664624599423,0.994951754942169,0.00196243796344913,0.268322192192285,0.579366074202895,0.498702300813991,0.567742089144647,-0.00894056148144118,0.901091455733582,0.97221231238842,0.137978134644878,0.0275671055245672,0.998800064188085,1.04551411483385,0.0033602173249664,0.0181639719734197
"ARRB2",0.0541973736985732,0.466546607643359,0.590582329554468,-0.0147160145263821,0.849092392785704,0.923134204814838,0.0334942241559639,0.650925951186083,0.764085383954732,0.236689274088328,0.00626345183598502,0.0204288956507022,-0.0511421378792997,0.414871213628223,0.64656340349721,0.000515733306598675,0.351928936095209,0.540837112528025,0.119691121023477,0.404507263755258,0.996217677044312,0.0961027564476559,0.706962053397719,0.999207297401817,0.0321463674673871,0.633200634657361,0.742737618497937,0.0677582134367796,0.35525164704802,0.486034554279857,0.0574424172119498,0.435212833308459,0.560699200245731,0.00319290357958701,0.94217656209532,0.968487343749577,0.00202575841392725,0.174874362042749,0.449095953020083,0.699682652650677,0.744978912533021,-0.0980208356333497,0.107618822864376,0.670881855436797,0.0707837441985651,0.226148758349686,0.998800064188085,-0.20326281699385,0.49454960934866,0.697259072059391
"P2RX7",0.0333004373585062,0.556707425709927,0.677692661533501,-0.00393959149190329,0.947723503039559,0.973166981140193,0.0186389050399041,0.759144637973245,0.827671093305103,0.0886682065861377,0.181356944511236,0.292669975171577,0.0743956030696058,0.219633690590423,0.45761952244312,0.00112739472101141,0.00735141321642359,0.034811791082197,0.0619330175881482,0.559354801603902,0.996217677044312,0.204962718132178,0.278945753555883,0.999207297401817,0.0527494155381905,0.312752490084027,0.437395398197338,0.0319849860207159,0.562687205888823,0.676315588249979,0.0478996450214392,0.402595081774111,0.52662580791045,0.133729353986761,0.00029373230826793,0.00231688851317459,0.00691615407100611,2.21630988396971e-08,1.9035639336762e-06,3.34552790924032e-05,0.000834223572207344,0.015419705771041,0.748140727259026,0.936328436001341,-0.0293515561831796,0.517424650074638,0.998800064188085,0.138081177902513,0.553954680316115,0.741167801514485
"CD14",0.0381227869906768,0.610738998759199,0.730806882416193,-0.0352362368278549,0.677712064577031,0.80107696266335,-0.019753599595487,0.817172343028977,0.869093313652663,0.134626504699498,0.143426854953235,0.245285307254094,0.0536648079714182,0.522674564048943,0.722424172258851,0.00149119914146083,0.00529870970377656,0.0276750175744546,0.114699164288758,0.396180523675627,0.996217677044312,0.620479508292247,0.0107437077253949,0.999207297401817,0.0231118766061789,0.740499917211376,0.825559557640284,0.0326571307844059,0.659555806270858,0.759816152380586,0.0446682066811637,0.546512515552054,0.665218009027855,-0.0143412905032098,0.756311833055166,0.845729648864015,0.00353108907687426,0.0239177523912009,0.126633031495879,0.0365413470837513,0.0753238967886393,0.00949768347635218,0.878413079523064,0.963139447477061,0.016041848422451,0.788192632322436,0.998800064188085,0.169550170156347,0.567642280511773,0.753112386966791
